id,timestamp,type,comments,createdAt,updatedAt
192,2017-11-16 23:56:45.343+00,leads-import," Orignal Lead Count: 214489, N-DNC Removed: 0, C-DNC Removed: 0 Invalid Removed: 298, Final Lead Count: 214191",2017-11-16 23:56:45.344+00,2017-11-16 23:56:45.344+00
193,2017-11-17 00:02:29.661+00,national-dnc-scrub,"Before Count: 1191912, After Count: 1191912, Leads-removed: 0",2017-11-17 00:02:29.662+00,2017-11-17 00:02:29.662+00
194,2017-11-17 00:02:31.3+00,compmnany-dnc-scrub,"Before Count: 1191912, After Count: 1191912, Leads-removed: 0",2017-11-17 00:02:31.3+00,2017-11-17 00:02:31.3+00
195,2017-11-17 00:02:35.594+00,leads-import," Orignal Lead Count: 1192511, N-DNC Removed: 0, C-DNC Removed: 0 Invalid Removed: 644, Final Lead Count: 1191867",2017-11-17 00:02:35.595+00,2017-11-17 00:02:35.595+00
196,2017-11-17 00:04:33.205+00,national-dnc-scrub,"Before Count: 365919, After Count: 365919, Leads-removed: 0",2017-11-17 00:04:33.207+00,2017-11-17 00:04:33.207+00
197,2017-11-17 00:04:33.715+00,compmnany-dnc-scrub,"Before Count: 365919, After Count: 365919, Leads-removed: 0",2017-11-17 00:04:33.715+00,2017-11-17 00:04:33.715+00
198,2017-11-17 00:04:35.049+00,leads-import," Orignal Lead Count: 366299, N-DNC Removed: 0, C-DNC Removed: 0 Invalid Removed: 401, Final Lead Count: 365898",2017-11-17 00:04:35.051+00,2017-11-17 00:04:35.051+00
199,2017-11-17 00:06:44.531+00,national-dnc-scrub,"Before Count: 399174, After Count: 399174, Leads-removed: 0",2017-11-17 00:06:44.533+00,2017-11-17 00:06:44.533+00
200,2017-11-17 00:06:45.065+00,compmnany-dnc-scrub,"Before Count: 399174, After Count: 399174, Leads-removed: 0",2017-11-17 00:06:45.066+00,2017-11-17 00:06:45.066+00
201,2017-11-17 00:06:46.655+00,leads-import," Orignal Lead Count: 399309, N-DNC Removed: 0, C-DNC Removed: 0 Invalid Removed: 168, Final Lead Count: 399141",2017-11-17 00:06:46.656+00,2017-11-17 00:06:46.656+00
202,2017-11-17 00:08:21.263+00,national-dnc-scrub,"Before Count: 452734, After Count: 452734, Leads-removed: 0",2017-11-17 00:08:21.265+00,2017-11-17 00:08:21.265+00
203,2017-11-17 00:08:21.959+00,compmnany-dnc-scrub,"Before Count: 452734, After Count: 452734, Leads-removed: 0",2017-11-17 00:08:21.959+00,2017-11-17 00:08:21.959+00
204,2017-11-17 00:08:23.743+00,leads-import," Orignal Lead Count: 452774, N-DNC Removed: 0, C-DNC Removed: 0 Invalid Removed: 40, Final Lead Count: 452734",2017-11-17 00:08:23.744+00,2017-11-17 00:08:23.744+00
205,2017-11-24 17:28:17.525+00,national-dnc-scrub,"Before Count: 1191912, After Count: 1191912, Leads-removed: 0",2017-11-24 17:28:17.527+00,2017-11-24 17:28:17.527+00
206,2017-11-24 17:28:19.118+00,compmnany-dnc-scrub,"Before Count: 1191912, After Count: 1191912, Leads-removed: 0",2017-11-24 17:28:19.118+00,2017-11-24 17:28:19.118+00
207,2017-11-24 17:28:23.563+00,leads-import," Orignal Lead Count: 1192510, N-DNC Removed: 0, C-DNC Removed: 0 Invalid Removed: 643, Final Lead Count: 1191867",2017-11-24 17:28:23.564+00,2017-11-24 17:28:23.564+00
208,2017-11-24 17:50:31.814+00,national-dnc-scrub,"Before Count: 365919, After Count: 365919, Leads-removed: 0",2017-11-24 17:50:31.816+00,2017-11-24 17:50:31.816+00
209,2017-11-24 17:50:32.331+00,compmnany-dnc-scrub,"Before Count: 365919, After Count: 365919, Leads-removed: 0",2017-11-24 17:50:32.331+00,2017-11-24 17:50:32.331+00
210,2017-11-24 17:50:33.716+00,leads-import," Orignal Lead Count: 366299, N-DNC Removed: 0, C-DNC Removed: 0 Invalid Removed: 401, Final Lead Count: 365898",2017-11-24 17:50:33.718+00,2017-11-24 17:50:33.718+00
211,2017-11-24 17:56:29.833+00,national-dnc-scrub,"Before Count: 214354, After Count: 214354, Leads-removed: 0",2017-11-24 17:56:29.835+00,2017-11-24 17:56:29.835+00
212,2017-11-24 17:56:30.136+00,compmnany-dnc-scrub,"Before Count: 214354, After Count: 214354, Leads-removed: 0",2017-11-24 17:56:30.136+00,2017-11-24 17:56:30.136+00
213,2017-11-24 17:56:31.03+00,leads-import," Orignal Lead Count: 214489, N-DNC Removed: 0, C-DNC Removed: 0 Invalid Removed: 298, Final Lead Count: 214191",2017-11-24 17:56:31.031+00,2017-11-24 17:56:31.031+00
214,2017-11-24 17:58:53.104+00,national-dnc-scrub,"Before Count: 214354, After Count: 214354, Leads-removed: 0",2017-11-24 17:58:53.105+00,2017-11-24 17:58:53.105+00
215,2017-11-24 17:58:53.424+00,compmnany-dnc-scrub,"Before Count: 214354, After Count: 214354, Leads-removed: 0",2017-11-24 17:58:53.424+00,2017-11-24 17:58:53.424+00
216,2017-11-24 17:58:54.281+00,leads-import," Orignal Lead Count: 214489, N-DNC Removed: 0, C-DNC Removed: 0 Invalid Removed: 298, Final Lead Count: 214191",2017-11-24 17:58:54.282+00,2017-11-24 17:58:54.282+00
